Station_001,147707,1,38.4,1105.409432881821
Station_002,27523,1,38.4,5.123187360256765
Station_003,146387,1,38.4,3.0006434680098835
Station_004,7756,1,38.4,0.0075607018190453346
Station_005,402715,1,38.4,2.5545680174890038
Station_006,32624,1,38.4,0.007485365250374798
Station_007,56641,1,38.4,14785.945171741174
Station_008,169686,1,38.4,1.3178806841477808
Station_009,247819,1,38.4,1.3546548599347688
Station_010,693803,1,38.4,1.8125377647572236
Station_011,479280,1,38.4,15.867593183377803
Station_012,661610,1,38.4,8.494166596236795
Station_013,937960,1,38.4,4.483854279757352
Station_014,939692,1,38.4,6810.260194524961
Station_015,25961,1,38.4,2.943503338982339
Station_016,478833,1,38.4,1.7513628585022047
Station_017,732198,1,38.4,4.288116693510744
Station_018,931364,1,38.4,0.19862007222332068
Station_019,196409,1,38.4,2.6612332433772394
Station_020,943024,1,38.4,0.5283759601204707
Station_021,939674,1,38.4,1.4363139737980077
Station_022,246451,1,38.4,1.2641228074952267
Station_023,513630,1,38.4,2.6742009174324153
Station_024,262969,1,38.4,1.196930279198341
Station_025,904476,1,38.4,1.073005932279898
Station_026,829559,1,38.4,1745.2146570173131
Station_027,773823,1,38.4,0.4698316463429535
Station_028,802060,1,38.4,8271.815713254402
Station_029,718010,1,38.4,203.56585779840762
Station_030,270017,1,38.4,5.028854496129149
Station_031,11629,1,38.4,0.8943564179970451
Station_032,596658,1,38.4,202.75302692029675
Station_033,397498,1,38.4,1.252478015462117
Station_034,558751,1,38.4,1.1460934335111546
Station_035,291113,1,38.4,90.74021493439477
Station_036,447718,1,38.4,2.7107499527935204
Station_037,337310,1,38.4,1.4643802842238074
Station_038,467050,1,38.4,6303.308428877084
Station_039,244139,1,38.4,2.8293160397139445
Station_040,386939,1,38.4,5.129581785368416
Station_041,345337,1,38.4,0.16949005626682379
Station_042,463554,1,38.4,0.37948636867673713
Station_043,87076,1,38.4,5.885414033419394
Station_044,885214,1,38.4,0.9542523148102191
Station_045,589419,1,38.4,0.1544461141741067
Station_046,509438,1,38.4,0.9557440907911428
Station_047,871957,1,38.4,2.519352642639504
Station_048,82017,1,38.4,0.6587861627235441
Station_049,382100,1,38.4,0.5005241907878144
Station_050,886030,1,38.4,3.3097181287751596
Station_051,493900,1,38.4,742.5962370880179
Station_052,828321,1,38.4,778.4172119774945
Station_053,195480,1,38.4,3591.919390283887
Station_054,508412,1,38.4,6426.828964391284
Station_055,675881,1,38.4,2.2726102040060283
Station_056,854117,1,38.4,927.2405131917203
Station_057,29534,1,38.4,8497.559304795512
Station_058,288779,1,38.4,5540.427766512877
Station_059,198053,1,38.4,7241.0794290281565
Station_060,391225,1,38.4,2.130175229980523
Station_061,517735,1,38.4,0.8766934225499767
Station_062,628146,1,38.4,7177.25682651955
Station_063,855438,1,38.4,10.429130055040403
Station_064,432130,1,38.4,2.890614575873684
Station_065,463229,1,38.4,0.6355552338454231
Station_066,169862,1,38.4,4.464766305624266
Station_067,468387,1,38.4,1.4803733794819607
Station_068,10923,1,38.4,1.2080601458727642
Station_069,954768,1,38.4,2.5432963927326
Station_070,954766,1,38.4,5.676607298547864
Station_071,846207,1,38.4,5163.715068222098
Station_072,355798,1,38.4,1.102960221891692
Station_073,479843,1,38.4,7620.505485406919
Station_074,451586,1,38.4,9.896694006577896
Station_075,635529,1,38.4,0.05710406240513066
Station_076,509438,1,38.4,0.9557440907911428
Station_077,102738,1,38.4,0.8127993556000632
Station_078,184371,1,38.4,0.6025270604115462
Station_079,373499,1,38.4,2.6833256073429084
Station_080,486735,1,38.4,1.2602031838183763
Station_081,563644,1,38.4,10704.28180020481
Station_082,404686,1,38.4,4.18302541954111
Station_083,202423,1,38.4,0.4155450013133759
Station_084,849443,1,38.4,0.700355541456716
Station_085,215311,1,38.4,1.8697626002351484
Station_086,937969,1,38.4,3.7535481303517457
Station_087,354310,1,38.4,4532.3277738622055
Station_088,632346,1,38.4,0.1836996928409178
Station_089,143132,1,38.4,0.7684043927947073
Station_090,646906,1,38.4,0.7896796260540384
Station_091,87052,1,38.4,2.4602908871185605
Station_092,883114,1,38.4,10170.80536411018
Station_093,421181,1,38.4,5911.814013349437
Station_094,717935,1,38.4,3.321103766562281
Station_095,492243,1,38.4,2.375828547115006
Station_096,194044,1,38.4,6712.38240329283
Station_097,637856,1,38.4,15.885597482239397
Station_098,66503,1,38.4,11.258241326202011
Station_099,788366,1,38.4,6923.249454434483
Station_100,696898,1,38.4,0.6419376039520444
Station_101,843612,1,38.4,2.0648284463198934
Station_102,885213,1,38.4,2.8871319819218115
Station_103,588268,1,38.4,0.8037706926088788
Station_104,574320,1,38.4,1.0049393572887197
Station_105,246386,1,38.4,1.3720499251114688
Station_106,268282,1,38.4,9.565231141631187
Station_107,118941,1,38.4,8.59813009852472
Station_108,474499,1,38.4,2.2990745001060446
Station_109,792975,1,38.4,2.943226325683156
Station_110,586476,1,38.4,4.7261463694698485
Station_111,379371,1,38.4,0.011511847262227093
Station_112,206486,1,38.4,0.8470833704533618
Station_113,538392,1,38.4,1.4573914319371113
Station_114,763768,1,38.4,2.297464736180217
Station_115,514902,1,38.4,16.58296639506102
Station_116,962955,1,38.4,0.031189959077522644
Station_117,756902,1,38.4,0.9803654358735088
Station_118,386830,1,38.4,1.0693648209869764
Station_119,939692,1,38.4,6833.859979613111
Station_120,487723,1,38.4,6.887943583251001
Station_121,741793,1,38.4,0.26254275636679125
Station_122,614071,1,38.4,4.19290582641591
Station_123,44544,1,38.4,304.4905490890266
Station_124,958999,1,38.4,1.5571377321010687
Station_125,235348,1,38.4,33.420348597165834
Station_126,721503,1,38.4,3980.0907221402636
Station_127,145714,1,38.4,1.5530779256131666
Station_128,53304,1,38.4,2.4430797441787035
Station_129,206877,1,38.4,4.583370832629839
Station_130,727797,1,38.4,0.5736765830707213
Station_131,885249,1,38.4,1.916740970897166
Station_132,721503,1,38.4,4241.191356554059
Station_133,879653,1,38.4,7.04613968794655
Station_134,721503,1,38.4,4504.392098176939
Station_135,895861,1,38.4,0.9346608469145963
Station_136,879727,1,38.4,0.16370220867161578
Station_137,840605,1,38.4,2.767194179406161
Station_138,644607,1,38.4,1.5249411279292246
Station_139,272799,1,38.4,1117.6292262238705
Station_140,806895,1,38.4,7.2751124526673365
Station_141,1465,1,38.4,4.631430306106225
Station_142,578287,1,38.4,3.1424073760360756
Station_143,717350,1,38.4,3.8813530569037695
Station_144,870423,1,38.4,0.22892913110089808
Station_145,53299,1,38.4,3.11770607740479
Station_146,484478,1,38.4,0.20092467363522104
Station_147,622907,1,38.4,0.3829036974039184
Station_148,740599,1,38.4,0.056356026018193006
Station_149,47716,1,38.4,1.9680278579097603
Station_150,268877,1,38.4,13.164363512745187
Station_151,103635,1,38.4,1.1271199021977907
Station_152,877378,1,38.4,0.9042883886473874
Station_153,270073,1,38.4,1.3865933986641892
Station_154,572134,1,38.4,0.05976681779438309
Station_155,494154,1,38.4,1.1083811816428408
Station_156,69390,1,38.4,8.043361210586063
Station_157,622908,1,38.4,0.9212327393442905
Station_158,867371,1,38.4,1.5235434938923618
Station_159,311455,1,38.4,0.931837783087758
Station_160,435244,1,38.4,4.089253009701707
Station_161,206099,1,38.4,1.2004188134769294
Station_162,129828,1,38.4,0.023819327010642155
Station_163,248642,1,38.4,2.4152063741250274
Station_164,955382,1,38.4,1.3194609903709704
Station_165,26345,1,38.4,3.118443254546847
Station_166,519203,1,38.4,0.546022111409485
Station_167,89515,1,38.4,0.6737057192562474
Station_168,502276,1,38.4,4.054465091271943
Station_169,691204,1,38.4,2.449547384197885
Station_170,789105,1,38.4,1.0454259478314611
Station_171,96890,1,38.4,5.287324887551108
Station_172,258548,1,38.4,0.6275565020405338
Station_173,725459,1,38.4,5603.2139686384035
Station_174,728874,1,38.4,0.7593935933858091
Station_175,673410,1,38.4,6.060381430196747
Station_176,862847,1,38.4,0.033383670787600295
Station_177,258329,1,38.4,8.17859745779188
Station_178,939692,1,38.4,6810.260194524961
Station_179,477221,1,38.4,8.9676961822272
Station_180,638228,1,38.4,8112.267477521375
Station_181,782329,1,38.4,1.0083179829395874
Station_182,374356,1,38.4,1.1838663366176547
Station_183,596465,1,38.4,0.3692828786055884
Station_184,821970,1,38.4,0.6666425556171021
Station_185,644388,1,38.4,1.4868653767430544
Station_186,873646,1,38.4,0.08365340711252145
Station_187,472063,1,38.4,2.046755380182958
Station_188,664850,1,38.4,5.987774992411232
Station_189,635522,1,38.4,0.7777499954711118
Station_190,345198,1,38.4,0.7450430389230576
Station_191,314070,1,38.4,49.48919670981803
Station_192,721505,1,38.4,2239.7019210553813
Station_193,543746,1,38.4,4.871496688044289
Station_194,939692,1,38.4,6810.260194524961
Station_195,939692,1,38.4,6833.859979613111
Station_196,756905,1,38.4,2.4250556671080403
Station_197,440124,1,38.4,3.020253751912378
Station_198,939692,1,38.4,6833.859979613111
Station_199,351152,1,38.4,1.670921148582032
Station_200,220272,1,38.4,1.0887846058300852
Station_201,239398,1,38.4,0.6013650374592885
Station_202,788362,1,38.4,8050.909093608222
Station_203,588859,1,38.4,3.2075665426840203
Station_204,227036,1,38.4,1.179162574322774
Station_205,379436,1,38.4,2.219366161045457
Station_206,661612,1,38.4,7.2597486120340164
Station_207,776448,1,38.4,3.7817482057149334
Station_208,53312,1,38.4,1.7763782523880707
Station_209,769226,1,38.4,11.638947751896211
Station_210,939692,1,38.4,6810.260194524961
Station_211,580910,1,38.4,0.649765046228616
Station_212,766935,1,38.4,582.8993129693788
Station_213,546654,1,38.4,0.2503671419729301
Station_214,118767,1,38.4,0.062002375649541364
Station_215,670809,1,38.4,6.93027344721223
Station_216,812598,1,38.4,0.4798276837694573
Station_217,851778,1,38.4,5.754938252269227
Station_218,418636,1,38.4,1.9344461482725421
Station_219,386831,1,38.4,4.743860143285374
Station_220,777094,1,38.4,2.653388698601418
Station_221,939692,1,38.4,6810.260194524961
Station_222,939692,1,38.4,6810.260194524961
Station_223,367095,1,38.4,470.16645173008374
Station_224,744602,1,38.4,0.7789940350419045
Station_225,839704,1,38.4,5.358680373710342
Station_226,157181,1,38.4,5.153475158967787
Station_227,239491,1,38.4,0.21361539627088177
Station_228,588280,1,38.4,2.2288089761038066
Station_229,398352,1,38.4,4.236905074857006
Station_230,429447,1,38.4,1121.1168234037473
Station_231,96784,1,38.4,0.9790342809743038
Station_232,116181,1,38.4,1.8371563091603207
Station_233,298092,1,38.4,1.5982571096688787
Station_234,7777,1,38.4,7.274138540136107
Station_235,239555,1,38.4,6.600815092057303
Station_236,452784,1,38.4,5.394220917721057
Station_237,256040,1,38.4,8.303981178329558
Station_238,661701,1,38.4,2.0718490698487386
Station_239,100355,1,38.4,9.93627579969916
Station_240,734487,1,38.4,1.590586900202311
Station_241,274161,1,38.4,25.490499632936064
Station_242,448354,1,38.4,5.113196368610176
Station_243,300961,1,38.4,1.6978511203546987E-4
Station_244,939691,1,38.4,4483.263776677166
Station_245,939692,1,38.4,6810.260194524961
Station_246,630571,1,38.4,2.555348582767408
Station_247,939692,1,38.4,6810.260194524961
Station_248,253656,1,38.4,3.0760999314487947
Station_249,939692,1,38.4,6810.260194524961
Station_250,939692,1,38.4,6810.260194524961
Station_251,147277,1,38.4,0.6562566466222961
Station_252,495327,1,38.4,22.0441118395852
Station_253,206980,1,38.4,1.0351481447830508
Station_254,952314,1,38.4,3.2974773760508747
Station_255,533552,1,38.4,1.5170805882063192
